,log_pctWSocSec,log_perCapInc,log_PctEmplProfServ,log_FemalePctDiv,log_NumImmig,log_PctImmigRec10,log_PctPersOwnOccup,log_PctHousLess3BR,log_OwnOccLowQuart,log_PctSameCity85,log_PctSameState85,log_LandArea,log_PopDens,log_PctUsePubTrans,log_ViolentCrimesPerPop,log_racepctblack,log_racePctWhite,log_racePctAsian,log_racePctHisp
0,0.11058971029924897,0.146128035678238,0.14921911265537988,0.24303804868629442,0.012837224705172217,0.1430148002540951,0.1903316981702915,0.17897694729316943,0.08635983067474821,0.17897694729316943,0.2148438480476979,0.04921802267018165,0.10037054511756291,0.07918124604762482,0.07918124604762482,0.008600171761917567,0.2787536009528289,0.04921802267018165,0.06818586174616162
1,0.09691001300805642,0.1367205671564068,0.06069784035361165,0.28103336724772754,0.004321373782642578,0.21218760440395779,0.10037054511756291,0.26007138798507473,0.08278537031645007,0.20411998265592482,0.18184358794477254,0.008600171761917567,0.04921802267018165,0.16136800223497488,0.22271647114758328,0.04921802267018165,0.24054924828259971,0.16136800223497488,0.029383777685209667
2,0.13987908640123647,0.10380372095595687,0.11058971029924897,0.23299611039215382,0.0,0.07554696139253074,0.15228834438305647,0.17897694729316943,0.07188200730612536,0.22271647114758328,0.1931245983544616,0.004321373782642578,0.08278537031645007,0.008600171761917567,0.1553360374650618,0.17318626841227402,0.1931245983544616,0.06818586174616162,0.01703333929878037
3,0.13353890837021748,0.13353890837021748,0.16136800223497488,0.17318626841227402,0.008600171761917567,0.11727129565576427,0.287801729930226,0.004321373782642578,0.09342168516223506,0.2148438480476979,0.21748394421390624,0.008600171761917567,0.1430148002540951,0.10720996964786837,0.04921802267018165,0.3010299956639812,0.03342375548694973,0.04921802267018165,0.04139268515822507
4,0.15836249209524964,0.1553360374650618,0.13987908640123647,0.07918124604762482,0.0,0.10380372095595687,0.2764618041732442,0.07554696139253074,0.11727129565576427,0.20682587603184968,0.1846914308175988,0.01703333929878037,0.03742649794062367,0.008600171761917567,0.012837224705172217,0.008600171761917567,0.290034611362518,0.03742649794062367,0.021189299069938092
5,0.10720996964786837,0.23552844690754893,0.24797326636180664,0.20682587603184968,0.01703333929878037,0.16731733474817606,0.1430148002540951,0.23804610312879543,0.287801729930226,0.23804610312879543,0.2148438480476979,0.004321373782642578,0.19865708695442263,0.04139268515822507,0.056904851336472634,0.02530586526477026,0.18752072083646307,0.3010299956639812,0.09691001300805642
6,0.20682587603184968,0.16731733474817606,0.1846914308175988,0.10720996964786837,0.004321373782642578,0.04139268515822507,0.21748394421390624,0.1643528557844371,0.1367205671564068,0.28103336724772754,0.26481782300953643,0.021189299069938092,0.03342375548694973,0.02530586526477026,0.012837224705172217,0.0,0.2966651902615311,0.02530586526477026,0.008600171761917567
7,0.1846914308175988,0.04139268515822507,0.12710479836480765,0.20139712432045143,0.008600171761917567,0.20139712432045143,0.1430148002540951,0.22010808804005513,0.06069784035361165,0.2528530309798932,0.250420002308894,0.004321373782642578,0.12385164096708583,0.0,0.1903316981702915,0.012837224705172217,0.1643528557844371,0.07918124604762482,0.3010299956639812
8,0.1903316981702915,0.08990511143939793,0.13353890837021748,0.22010808804005513,0.0,0.05307844348341968,0.17609125905568124,0.2148438480476979,0.029383777685209667,0.2528530309798932,0.24303804868629442,0.01703333929878037,0.06818586174616162,0.01703333929878037,0.1846914308175988,0.07918124604762482,0.26481782300953643,0.008600171761917567,0.0
9,0.15228834438305647,0.2764618041732442,0.3010299956639812,0.1430148002540951,0.004321373782642578,0.17026171539495738,0.17026171539495738,0.19865708695442263,0.21218760440395779,0.08990511143939793,0.03742649794062367,0.0,0.16731733474817606,0.04532297878665747,0.06069784035361165,0.02530586526477026,0.271841606536499,0.11394335230683678,0.012837224705172217
