,racePctAsian,blackPerCap,indianPerCap,PctEmplProfServ,PctKids2Par,PctWorkMomYoungKids,NumImmig,PctImmigRec10,PctPersOwnOccup,PctVacMore6Mos,OwnOccMedVal,RentLowQ,RentHighQ,MedOwnCostPctIncNoMtg,PctForeignBorn,PctSameCity85,PctUsePubTrans,ViolentCrimesPerPop
0,0.04921802267018165,0.1205739312058499,0.10380372095595687,0.14921911265537988,0.20139712432045143,0.24054924828259971,0.012837224705172217,0.1430148002540951,0.1903316981702915,0.10037054511756291,0.07554696139253074,0.13353890837021748,0.13987908640123647,0.09691001300805642,0.04921802267018165,0.17897694729316943,0.07918124604762482,0.07918124604762482
1,0.16136800223497488,0.12385164096708583,0.06445798922691845,0.06069784035361165,0.16731733474817606,0.1643528557844371,0.004321373782642578,0.21218760440395779,0.10037054511756291,0.09691001300805642,0.07918124604762482,0.15228834438305647,0.146128035678238,0.07188200730612536,0.08278537031645007,0.20411998265592482,0.16136800223497488,0.22271647114758328
2,0.06818586174616162,0.10380372095595687,0.029383777685209667,0.11058971029924897,0.15836249209524964,0.23299611039215382,0.0,0.07554696139253074,0.15228834438305647,0.11394335230683678,0.06818586174616162,0.10380372095595687,0.10380372095595687,0.10720996964786837,0.056904851336472634,0.22271647114758328,0.008600171761917567,0.1553360374650618
3,0.04921802267018165,0.1430148002540951,0.06445798922691845,0.16136800223497488,0.18752072083646307,0.2671717284030138,0.008600171761917567,0.11727129565576427,0.287801729930226,0.16731733474817606,0.08278537031645007,0.24303804868629442,0.24797326636180664,0.16731733474817606,0.07554696139253074,0.2148438480476979,0.10720996964786837,0.04921802267018165
4,0.03742649794062367,0.10720996964786837,0.0,0.13987908640123647,0.28103336724772754,0.146128035678238,0.0,0.10380372095595687,0.2764618041732442,0.1903316981702915,0.11727129565576427,0.146128035678238,0.13987908640123647,0.08278537031645007,0.04532297878665747,0.20682587603184968,0.008600171761917567,0.012837224705172217
5,0.3010299956639812,0.24797326636180664,0.10720996964786837,0.24797326636180664,0.22788670461367355,0.11394335230683678,0.01703333929878037,0.16731733474817606,0.1430148002540951,0.10720996964786837,0.3010299956639812,0.22271647114758328,0.22530928172586287,0.04532297878665747,0.2304489213782739,0.23804610312879543,0.04139268515822507,0.056904851336472634
6,0.02530586526477026,0.146128035678238,0.09342168516223506,0.1846914308175988,0.2576785748691845,0.19589965240923368,0.004321373782642578,0.04139268515822507,0.21748394421390624,0.17318626841227402,0.13987908640123647,0.10037054511756291,0.15228834438305647,0.11727129565576427,0.06069784035361165,0.28103336724772754,0.02530586526477026,0.012837224705172217
7,0.07918124604762482,0.03342375548694973,0.06818586174616162,0.12710479836480765,0.1553360374650618,0.11058971029924897,0.008600171761917567,0.20139712432045143,0.1430148002540951,0.1367205671564068,0.05307844348341968,0.08278537031645007,0.09691001300805642,0.10720996964786837,0.20139712432045143,0.2528530309798932,0.0,0.1903316981702915
8,0.008600171761917567,0.07554696139253074,0.04139268515822507,0.13353890837021748,0.1903316981702915,0.21748394421390624,0.0,0.05307844348341968,0.17609125905568124,0.17318626841227402,0.029383777685209667,0.056904851336472634,0.06445798922691845,0.13353890837021748,0.004321373782642578,0.2528530309798932,0.01703333929878037,0.1846914308175988
9,0.11394335230683678,0.04532297878665747,0.03742649794062367,0.3010299956639812,0.23804610312879543,0.23552844690754893,0.004321373782642578,0.17026171539495738,0.17026171539495738,0.16731733474817606,0.23299611039215382,0.15836249209524964,0.16731733474817606,0.10720996964786837,0.08635983067474821,0.08990511143939793,0.04532297878665747,0.06069784035361165
10,0.3010299956639812,0.146128035678238,0.08635983067474821,0.11058971029924897,0.1931245983544616,0.26245108973042947,0.10720996964786837,0.19589965240923368,0.17318626841227402,0.07918124604762482,0.24054924828259971,0.23804610312879543,0.26007138798507473,0.07554696139253074,0.3010299956639812,0.1430148002540951,0.3010299956639812,0.09342168516223506
11,0.029383777685209667,0.13353890837021748,0.2304489213782739,0.22271647114758328,0.271841606536499,0.11727129565576427,0.004321373782642578,0.10380372095595687,0.23552844690754893,0.1553360374650618,0.24551266781414982,0.16136800223497488,0.21748394421390624,0.22530928172586287,0.07918124604762482,0.2787536009528289,0.3010299956639812,0.03342375548694973
